snake_path,spiral_path,random_walk_path
ddddddruuuuuuruuulrrddddldddddrrrruuullluruuuuudddrddddrruuuullluuurrlldddrrddrrdddldrruuuuuuullrruulrddldd,ddddddrrrrrrrrruuuuuuuuulrddlldllluuurrlllllrdddldddddruurrrrddrruuuuuldlllluuulddddrrrddrruul,ddddddrruluruuurrdldrrurrdrruluuurdduuuulrduddduuduulrlrlrdddlllldrruudllluldlldddulrulddduurrdrurlrldrludrurllrlduuuuluulrrrrrlldludldrrdrlrrrddlddlululdlrlrlrrludrrdududrrdldlllllrludluruddudlrlurdlrlruruurlduuuuururldlddruuludurlrdurudduurrllddlurldludururrlrrllrlrrlldlludurllrrllrdddrudldruuruldurdluldduuddllrdrdldrluurllrludurrdluruuurldrrlurlrlldurrlrldludurdlrudlrddddluulldddrluruuldrlrddduudlurluudurldrlrlrdrudrdrrulrrrururudlludurlddldllrllruuudlrulurulllrrdldudurrulrrldurrlrllrlrldulllrdudduduulrdudulrdudrrlldurrlurrrlrlldlrdududludruldlrrullulrlrrdlddlrdurudlldddrdurrururllldrldurlruudrrurudlrurldllrddluuddlurduurllrrdurlldululldrdlrldluddrrluldlrrdudddlrrlrludrrrlrllluuurullrdlduuddddludrrrlrrrllrrllrrrrrrulur
rrrrrrrrrdllllllllldrrrrrrrrrdllllllllldurrdurrdrrrrrdllllluulllldduurrrrrdddrrrrdldlllludllulldrdrrrrrrrrullllllllld,ddddduurrrrrrrrdddddllllllullddrrrrrrrrruuuuuuuuullllllllddrrrrrrddddrddlllllllrrrrrrruuuuuuulllllldddurrdrrddrrddlllludrrrruulllul,ddruurdrrddlldulldduduuurrrlrrrrululldrdlldullrluurlrrrllrrrdlrrllrrlddddrdruuurruurullddululldlrullrdldluudrllduudrrrddrrdldrrrurdrddddluuulrrluduuruudlldrrlduuuuddrdldllruduuldllduulrlruluddrlrludlllruuurlduddudrudrdrddrurrddluulddrrurrddddllllluldlllurrulldrlduurlrlrdlrrlldrlruuddlrrlrrudrurrrdrulldlurrldlrudrrrluurddluruuuudullullrlrrddlrdluulludrdrldrlrrlluudlurrulluuldlululrdlddudduudrldururduuddruluudduurrlrdrdlldlurrrdurddddurrrdlruudlrddldlllrrldudrlllrulu
dddddddruuurruuulluruurrdddddddllddruurruuuuullurrrddddddlllddrrlluuuuuuuuurrrrddlddddrduluuuuurrullddddddrruurdddlddruuullluuuuurrrduu,dddddddrrrrrlluurrrrrddruuuuulddlluuuuurrrduulllllllddldrrdddllddruurruuuuurlldrrrrlldddd,rrdlldddrrdruuuruululurrrrddrurrduullrdudurldrduduudduullldlddddlddrruluruuuddldlrrudlduurduldurddrrruuldddddruudldrlrluulrllrluduulddlrlldldluulddruruulrlrllddurluuuuddduuududduudddrrlluddrdulrdrlldurudurrddrrllrlrrllrrllrllruuruurrddudrrruulrulrdlrlurlrlrdlurldurdlrlurlrlrldrlddduurllrrlduuddudlurrulurlrldrulddldlrluuduuldrlllrrldduldllluudrdrdrllrruurrdrlluurrdulrddurrududldrddurduuluddrulrlrllrurlllrrrdududdlduurlrduduuddululduldrrludurldrlrrulrulddllurrrllruurlrldrulrlrdudulrldurlrddlldulllulddddlurdllrrrrllluulrrruruululrlrlddddudldlrdrlruulrudddlullrdulrdluurudruruuduududulrrrdldululrdrruddddruldrrlududluduldurlulrrdrrlrllluulrlddldudurrrruudlrduululllrudllruuududdrldrlrrlruu
rrrrrrrrdllllllllrrrrdrrrdrdllullldrrdrrrruddlllllullldldrrurdrrrrrrdllllllllldrrrrrrrrr,drrrrddlddlldldddrrrrrrrrruuuuululuuurlllllllrrrrddddlddlldldrrrrrrruuululuuurrllddddlddllrrrrul,drurdrurrrdrddddlululddddrdrururuurdddddluudldlllulldruuullurruuddlddlluddrdlrluuddudrrrulldrrulduullrdrululdrlrrlrlruduududrlrdllurlurrrrdrdddrllludllululdruddrrrrrurduduluruddurdlluulrdduddllllllrrrrrlluldludlrurlruuudrlurddrudulrrrrrlrlrduulrruludullululddlrdlrrldlrururlrddrududdllluurldulddddruuldddlulrlrlldrlrudluuurlddrlduuddrrlluuddudrruurulurlduldlrlrlrddududldudrrlrludlrrurdllrrrllrrurudlrlurrlllurllrlulrlrdrllrrrrrrlrldrluurdrdulrduduluuddldrudduldrlllrdurdrluuuruudlduurrrllrlddludduuuurrdrdlrldrdduuulrullrddlrduldlrrllluldddllrlrrlururrldrdruuruuudlrululrluuurrd
dddddddruuuuuuuuurdddddddddruuuuuuluururdllddrrddddddruuuluurlulluurrrurlllldddrrdddrdrddruuudlluluuulluuurrrrrdrurddlrddlruuuullllllldddrrdddrdrrrurddldr,ruurrrrrrrrdddduulululldlllddrrdddrdrrurrdddllllllllluuuuuuruuurrrrrrrrddddlruuuulllllllddddrdddrdrrrrullllldlluuuurddduuurrr,rdrdlluuruurddurrrurrrrdllulrrrddlurullrldulrdrlurdrdddlrlrlruuududlulududurllrrllllldulrdullduddrlruddrdrrlddrdlluulllddrurddlldrrrurdrruururrddlldrrududlllrrrluuurlldduddulluudululudduuru
rdrrrudrrrrurddllllllllluddrrrrrrrrrdllllllllldrrrrrrrrrdllllllllldrrrrrrrrr,dddddddrrrrrrrrruuuuuuuuulllrrdddllllllluudddddddrrrrrrruuuulllllldddrrrrruullluuudldddrrr,druudlddrdldrruuurddruuudrdrurdddluldldrdrrdllluluuldlddluuuddrrdrlrrruurrrrddluuuruuldluururulurdudlrlullrlrrrlrllrlrdudddr
rrrrrrrrrdllllllllldrrrrrrrrrdllulldllllldrrrruurrrrddrdllruuulllldddlllldrrruuuurrrrrddddlldrrruuuuulllllldddddrdllulldrdrruuuuuuurrrrrddddddllrrruuuuuulllllldddddrddllll,dddddddddrrrruuluuuuurrrrrrddddddluuuuuuurullllllllddddddddrruluuuuuurrrrrddrddldlddruuuruuullldldd,drrdlldrdldrrdlldrdldrrurruluurullurururullddlrdrrurrdruurddddlurddlludddrruluuldldduururdrddududllrrudllrruuuudddlruuudllduruudrluuuulldrddudrlrduruuududduududddllrrulululdurldrddrurlddduudurudllullrlruldudrrdruulrduldlrruurlldurlrrlldurrlddrudulurlddldullluldrrdullldulrrdrrurudulrlrrdlrdrdruulrldlurlllulurdrdldllrddudlludlrrrulldlrlldurdulddurludurrlddrdlluddurdulruudduuuuurduuuuldurllddududuudddrrrlldduuddlrdrddududdrr
rrrrrrrrrdllllllllldddrrdrrurruululldurrrrdrrdlldrrdlllldlllluldrrdrrrrurrrdlldlllllldrrrrrrrurd,ddddddrrddldrrrrrrrruuuuuuuuulllllllldrrrrrdddlldlluldrrdddrrrrruuuuuuulddddlldldrrruluuuululld,ddddddrruuldudludruldduduudurluududuurrulldrrrurrdrdlulldululdudrrlrludrllldduuurlduddduudddddururldlrdlurlduudrdrdrrdrrururdddruuuuuldlllldluldlrddldrrudrrrrudrllurululdlddllruuuddrudrllrrululdrdruldudlrrrlrdulrlldrluurluldrrdrurlrddurrldrllurrlrldrlrudllllulrurrrrdlrluuurdddudduduluurduullulururdruulurddulluldddulrrdurrduuldudldudlrlrldll
rrddrrrururrrdlldrrdddllddllluluuulluuldddrrdddrdrrrrruuruuullulldulllldddldrddrdrrrrrrruulllllllllddr,dddddddddrrrrrrrrruuuuuuuuullldldllluulddddddddrrrrrrruuuruuluuldlllldlddddrrrrruurruullullllddddrluuuurrd,rrddllurlurdddldrrrdllddddrruluurrdrrrddruruluurduuuulullldrrdrlrruuullldrrlrddlrlulrdudrrlluudrudldrurulruddlurldurdldudruullduudrulrrdlldlldulldlldudlddddduuuuurrluluuuddrdurrlddrdulududlduluudddrrrldurudldllrlururlrduddrdrddrrullurdurduruurrudldudlrdddr
ddrrrrddllldlrrrddllddlrrurruuuruuuullllurrrrrrrddddllddldddllrrruuruurruuuullllddrdrrddddldrruuuuuuuuu,rrrrrrrrrdddddddddlllllllllruurruulllrurrruullllurrrrrrrrdddddddllllllurruuruuudrdrdddlluru,ddrurdruullddudruullrldrrulrrrddddddldddrurrdruuurrdlddruudlurduuuuuuldddllldrdlllldldrllrlrrrllrrllrududuuldudurrdurrddllurdrluurdrrudurrulrlldrddlllururdurdrldruudlurullrulullurdrdllrrdddlludrududrlrdrrlrlludruldudllruudlrrrrlrudulruduuuluuullldduuurrrrdlduurddldrudduddldrdludrlulrullrdurluldrllurudrruddrduldududululudrddluuudulldldlllrur
dddddddddruuuuuuuuurdddddddddruurrrruruuullllluuurddddruurrrrdddddldlllldruuudrruruuuulullurdrdrdddddddllrrruuuuuuuu,rrrrrrdrdrruddddddddllllllllluuuuuuuurrrrrdrdrrdddddllllllluuuuuurrrdllddddrrrrruruuullllllddddrrrudllluuuurrdr,ddrrdddldddluuuuurdrlurruullurrrdrurdddrruluddullldrdlrluduuulurlrddrrlduuduurlrlrllrlrrldddrududrluurddurrudddldrdddluuldldldluldlllruruudrrrududdllduurdulllrullrlddrlurlurlduurluuurddrurldullduduududrrdddldudruudduldrrddrluullulrduurudddrdruddrrrrrlul
drdrrrurruddrrurdllldllllllurrrrurrdrrdrdldrdllllulddllululddrdrrrururrdrrdlluullldddlllluurrrrurrrdddrruuullllldddr,dddrrrrrrurrddddlllldllululddddrrrrrluururrdddrruuuuuuuuldlluudlldllludrrrurrdrrddddlllldldllurrrurrrrdduulllul,drdrrrdlllluudrdrurldllrlrrrlrrrrurrruldddrdlddrdldrlluuulldlddluulullurlrddldrdlrrurududdludlruruldlluududuurdldrrlldruduurddlduldruuudrrlrdrdrluuuurlrdlruldrldddlluudrldllruludruluruldrdrdulrlddrrluulrdduuulrdlruludulddurrlulrldududrduuldrrlrdduulrllurlrlddudrrrrlrurlrdudlduruldrlldduurddulluddrrrludllrluuulrlrlrdudduudrrrlddudllulrlduurululrdudrldldrdrrrllurrdulllrudurdrdlrudlrudrlrludlrullrruurrlduldrlrluddlrllurrldldlrurrlluuluddrdrlludruldduuduluduudrrluddldudrluuuddddrrluurululrdrlddluurlurdudlurddddrluurullurduldrludurdudrlrllrdrudduudrlrrlldrdruuddrluurlrldlduruddrlrluduludurddullludrurlrdldllrulrdulrrrlrdurulrlrddudulrurudurrdrruddulduurulrluddlrlrudrluruuuudlurdulrldrlurlrddulduurdddulrdduuduludurlduuddulluudll
dddddddddruuuuuluuuurrrdddlrruuullllddddrdrddddruuurdddruuulllululuuuurrrrrddddruuuurdddddlrrddldrruuuuuuuuldddddddddr,dddddddddrrrrruuulllululuuuurrrrrrrrdddddddddruuuuuuuuulldllllulllddddrddddrrrulluululuuuurrrddrrrrdddrddlduruulluullllrrrd,rrrdrrrullllrdddlrrurddrdrrruuululurrdlldldrdruurudduuulddrludrddlrllrldurldluduuurdrlldudrlulrrdruudduuurduullrdlddrududulululllrrdlldrrudrlurdurlddrrludddlrullruuddluurldrldrurdldrurlrldlrrdrdlldrdruullrdlrdrlurduuddududlrluuurldlrdlruurulrldddurulddruddlrlulruddrudludrudlrlulurduruuuullruuurdddlllrrduduuuurdulddlruuldluldullrllrrddrllurudlrrullrllrdrurrdurrddulrdldrluulrrllulldrduudllrrlrulllllddddrddrdldrdlluuuurrdrrrddlldrrududuull
dddddrrddddlludrrruuuuulluuuurddruurddrrdddldldddruururuuuululurddrrdddddldldrruruuuuuuuulrddddddddd,rrrrrrddrrruulrdddddddddllllllllludrruuuulluuuurrrrrdllllddrrddrruruurrdddddlllllurrruruuddd,rddrurdrurdrrdldrrdruuluruulrlrduddudllluulllllrlrddrlurrurrlrdldluurddrrdurllludluludrrulrrllddrlurllrdluldrudlruldrurudllrldudrrurldudrlrlulurrddrdrrdrddldldlldluldluurrullullurrrddrrurddldlruldlduduuududlrduudduluurulrlrldrdduudrrrrudrlurrllrrldrddldruuudddudududlllrrlurludrlluurluldurlrldurlrrruulrdrulrlduldurrdldlllrlrlddlurrdrrudulurlluurlululludlulrrldrdulrrrdlrruuldurduddululduduldduldrludrrrllulurllldddruurrudlrrldudrrululdurrrlllrlldlurrdurlrdrdurduudlulrldrluldduuddrllrudrllurdrrruudulrlrduldruddluurdlruddrlrllurdrdduldrurruldurdlrdudllddudrduduuurldrlduuluudrrlurddudduuulruuddldlrrdudulrlurlruudududulrdduudulrlrddduddullrrdudldrllluddddrruurudllduluuuudrdludurrddlluudrdrulddruddulrdrulululddlldurddrlduulrrddllrrrurdlrllurrdlludlrudruldrrlrlrlullduduurdrurrduluududlurudllduuurrllurrldlrrddlrdlulurulrluuddrdluurldddldudlldulrdluddrluurldduuduudrlurlrldrlurudlrdrrldlrulrrdldrruuldldrrulrrrdudrludluurruldluduluruluddudduurluudrrdruuddddduduuudulddduudulurrllldrruuldudlurlrllrrrruuddudlllrrdlddrrdlldrrlddudlludululudurrurrldlddrdrrllllurldruluuduuruuddrllrldrdulrlllluuldurrdddrruurlruddddurlruuuuurlrdrlllrudrddrdudduldudlddrruldurdlllllrluudururudrdurlurrdludluduldllrurrlurlururrldrlllddurudddurdlldlludrlurudlddruddlrrurllurrurruudududuullulrdulrdudlrrlrrlrduuuuddudddulludluduuddrlulrrddrldrurldrudulurlrulddllurdurluldrrdllddrrlrrlrdduluuurludlulududrrduullrlduuuldududdudluudrrudulrdudllududldrululllrdlurrrdlududlldurldrddrlluudrldrdulrdlurlururudlluduududurlrrlddlrudlrudrldluuddudrldurlrdrllurudlrduuruuldduddlddrluuddrrdddrdudlllu
dddddddddruuuuuuuuurdddddddddruuuuurruuullurrrdddddllddddruuurdddruuuuluuuururrdddlruuullldddddrdrrddduuulluluuuuurrrdddd,rrrrrrrrrdddduuuulldlddddrdrrddduuulldddllllllluuuuuuuurrrrrurrrrdddlruuullllddddddrddllllluuuuuurddrrdddrllluurd,rdrurdrurdddruururrddddulrduuuudulrdududduudddlrlrdulrlrududlrdulrlrdulrdulrdulrdudulruuudullllrrrrlllrlrdlldurudllrurldrllrdulrudddddddluuulluullurddlddrulurdrddrddldluulddrrrrurrururrddduduududdududuuudududduuddduuduulrlluldlrlrllluddlrrldrururluurlurdduddrlrdddllurlrulrdlldruduudduluuduuurlllulruddrrdllldl
ddrurrrdddddlllldddruurrrruuuuuuulllldddduuurrrrrdddddddlllldrruuuuulruulrrrrdddlddrddlluuuuuuuuurrddrdllddddrrddruuudllluuuurrru,rrrrrrrddrrdlllddddrrrudddllllllllluuurrrruuuuulllldrurrrrrdlddddddrrrlllllllurrruuuuulullddduuurrrrrrddddullll,rrrdrrddddddlluruuuululldluduuddrdduuuulddrdulududrduduurrdudrrrddrurululurllllduduldudurdrlulrdudrrulrrlduddlulrlullrrlrrdrlulllldrduldrlrludrdduuuuldrrurrldrllrrrrudrdlduudldldlrlrrrdddrddllurrrurddluullluuludrluururduuurlrdulrdldllrrduddudullddddddllululurrddrdrudrluuuurldurrruulddldrdrrrudldulluldlrrdduudrudrrulduldduldludrrruldulrduruldlulluldudrdrrullduddruruuludurrldllrluulrrulrlurudldrurllurrrdddlldurlllrrrdduddldlrllrluulrlllrrdddlluduududrrrrrdrllluruludrllulldrrudrrlllulrdrddulluddrurdrurluuruuudlrrrurllrduduludururulllddrdurlrulllrrllllldrududurldurrluldrrllrudrrldrduduuudlllulrddlruduldrludurrudrlrulrrrlldlrulldudduddduududulrudlurddulrlrlrdudduuuurdudrulrllrrddrullllurlrldudduudrlrddudduduuludrdduuluududurldrrrrrdrlrdlrdlrrldduldrluuuudulrdrlrudulluudldrrrrrrd
ddrrrrrdddddlllluluddrrrrrruuuullllluuruuulrrdddddddruuuuurdruuurddddlrdddddruuuuuuuuurddddddddd,drruuulrrddrrruurrrdddddddddllllllllluudrdrrrruuuuulllllrdrruurrrruurdddddddlluuuurdddlllluru,drdlrrruulduuurdullrrddrdrrulddrrdruuluulurrrdldrddddlddldrruullllllurulllrluuldrurldrldrlrlrluluuddurludduudrldurddrudlulududurluddudrrurulruduldrdulddduuuddrrlurrrllrlduuddrdrdllrrrdrldlldllllluudrduluddrlruludrdudlurdrlrrlrrllluludrdludurdrlulrduluddrrlrrlrlrrrr
rrrrrrdrdllullllldrrrrdrrrrurdllllllllldrrrrurrrrdrulllllddlllldrrrrdrrdlllullldrrdrrrrrulllllldl,dddddddddrrrrrrrululluuuurrrrrduullululllllddddddddrrrrulluuuuurrrrrdduulullllldddddd,rrdrrrddldddlddrrdrrulullululuulluurdrrruulrrrdrddrrulddrlrlurdlrudulrdluudrlurdllluulrrduldldurrduullurdrlduulrldddurrrldlurldurrrdlrdludulluudrrdruldlrurlrdlrduududdlruulrdudulrlllrrrdlrdullruddulrlruddulllrrrllrlrllllddlldluurdluuurdulrlddurrllurlrrrldluudlrurullddrrdurddrldlddldldrrrrrurlrrlldllludrrludurllurudlll
drrdddlldddruurrdrruuruuullldlluurrrrrddrdddlddllllurdddlrrurrruuruuuulllulldduurrrdrrrdddddlddllluuuuuruuuurlddrrrddddddduuuuuuuuu,drrdddlldddrrrddlrrrrrrruuuuuuuuuddllluurllllllddrrurrdrddlddllulldrrrddrrrruuuuulddlddlrrulllluluur,rrddddlddrurddrurddrdrruuuruuuluruududdlllullurrrldldurlrlrlulldddlululududurdrllrrrudurlrrrdudddrdddldrdldllllrurrdlrllrrullullluuurdrrldudrulrldullrludrlddruurlrrddrruuruldudrudduluruuludrudddlddllddrdrruduurdululldrlrrrrrddudllrrulruuluu
rrrrrrrrrdllllllllldrrrrrrrrrdllllllllrrdrrrrrldllllldlldrrurrurrdrrdrdlluuullllldddlldrruuuurrrrrdddlllrrdrrr,ddrrrdddldlldddrruuurrurrrdddldrrruululuuurruuulllllllldddrrddldldduurururrrddrddlllrrrruuluuruuullllllrrdrrrldll,drddrrururddrurdrdldldrdrddllullrlrrrdrruuludrdduudlrudlududluuududlullldllldrrdldluududurudurururudrrlduurdrdlrurlururuuldluldlulldldllrrlludruurldurrdrulrrdrllrrrrudruddduuddluudrdulldrdudurlrullluudrdlulrldrlludlududduudlrdluuldludurrulrdlurrlrrrlrrdrdlllrurrrrduudlllduudlullddurdrluulrlrrllrdluddudurudurlddlduudrlulurrddddldlddddllurrduudulrdlduuurrr
rrrrrrrrrdllllllllldrrrddrrruurrrdllddllllluulldrdlddddrrrurrrrrruuuuldlldlllulldurrrdduulllddlddrrrrrrrrr,rrrrrrrrrdddddddddllllllllluuuuuuuurrrrrrrrddddlllldddrrrrlllllruululldduuuuurrddrrruurddlllllurdrrddr,dddrdldrrurddrdddrurrdllllllluuruldddrluuruduulruuuuurrdddluulludrldudrdddlddruluddrludddrrrudrlurdlrurluduuururdrrruuldluurrullluldlulrldrlrrulldrrudrdduuurrrlldrddlrurdlrulddrdddddludlulldulldurdllrrludrrurlrrrduldulrdudrludrrllrlrrllulrrlldrrulrldllrlrrruldludrlurrduduruududuududduulruddddlrdlruldludludududlrurdrlududrullldurlluurrlldduudurldddllrurdlrrrrlurrrduldllrurldrrlrlrllrllududrrlududuldrulrrdllrrudlrlludrllrullrlrdrlrulrrlrdlurrrldrlrulllldurrdlurrdrllurldrllrudurrlrdlurududlldrrulldurrlldrruuudududdlrdllullrdludlrulldlrrrurdllludrrudrrruldudlluduluuuu
dddddddddruuuuuuuuurdddrrrrddllllddddrluuurrrrruuuulllluurddrrurrdddldddlllrrddlrruruuluurruuuuldldddddrdrddl,rrrrddrrurrurddddllddrdrddllllruuulllldddrllluuuuuuuurrrddrrrrurdldddddruulullllllddduuuuuurdrrrrddlddl,ddrdddldrrdldluddrrudrllludruludrduurllurluuuuruurdrrddluldurluludurrrllrrdlddurrrrrruuldllrlddlrrrdrulldddlluldlulduddluuudrllrdrrurlrddrrddlrrruurddudlluudlrldurudrdrududlulldururudluluu
rrrrrrrdllllllldrrdddrrururrurrdldlllldllluuldddrrurrurrrrrdlulllldlldddrrrrruddlluulddllluuldrrrrrrrrdrlllllllll,dddddddddrrrrrrrrrlulllllluuurrurrrrrduuulluulllllldddddddduuuuruuurrrrrddrddulllldlldddrrurdrrudllllluuurrurur,rrddldrdlldrrrrururdrrrdluuurdlluuuldlulldrrllrrrrludlrulrdurllrrdllurdllrrrdullurllldrrrullldrullldldddddddruurdddrurdruuldudduudrrrdlurrdrlllrrllrrrlllrrudrludrlrlrluludlludlrudrlrdlrlrurdlllududlurrrldllrudrrlrurrluddrrllrrlludllrudllrrrulruddrulrlldrrulrdrlluudlldlrulrdrllrulrrrrllldurdrlrulrdrrludududlrudrlrlrllrlrudlrrludrlrlrlrluldlrudrulldrlurrlrdrlrlududlrududrlrlrlllurududrlllulrdudduuddrllulrrlurddulurldurldldurrrruddllrrlulldlurrrrldlulurlddudrllrulrrlrrdrrrllrrlrlulrllrrdrlludlllrlullrlrlrldll
dddddddddruuuuuuuuurddddurrrrrdddllddlluludddrrrruuruuullululuurdurrlldddrrurrddldddddruurdduulluuurruuuu,rrrrrrlldddrrurrruuddddlldddrrddllllllllluuuuuuuurrrddrrrrrldddlddrrllllllluuuuuurddlddrdrdrruurruull,drrrrdllldlurrdrrrrurrrddllddlddrrdllllllluulddudrlurrrrruurlrlrdrrrddlurldullruddllrrududllruruulrudddlrlrlruludlrruuuurruuududdududdlurudldlurrudlrllrllddlulrrurrrddlurdlurdluulrrlrllrrddululdlurdudrudurldrduudduduulruududududdlddruulrudlrduuudduudududduudddlrududuuudduududdlrlllrlrrddlllrrllulrdurduudrruddruldurlrudduudulruddlulrlldldulrdurdruulrrdrdludluurrldllllrluuulllrlldruldududddddrurulldudrludddrrdrlululrlddrdrrlldrrlllrrluuduludddrlurruuldduuuuuurrurddrlrllrrllldlrlrududuulrrdudrludldluluruddrrldurrrdururlrrduldurrldurlruudududddlrulrudlddrluruuudududdldrlruudlddrudulduulddrrlrlruudldlrrlllludururrlddlurrullrldrlrlldrlududrulludllrrlruldlurrldurdluruddudluruddrllruuurr
dddddddddruuuuuuuuurlddddrdddddruuuuuruuruulrrdddlddlddddruuuuurldddrluuurrrdddddlrruuuuuulluuurddruu,dddddddddrrrrruuuuurrrdddddlrruuuuuuuuulllllrddlddllluuuurlddddddddrrruuuuurrrruulldllddldlddrrrrluuuuurrlllddldd,drurldddlddddddrrruruuuruuldlddluulddddrurrrrlddluuddllllrlrlurluurulurrdududrlllddduurludddurrdrdulllrrudllrdrrrrlruuululludrddddruruuddllrldrrlrllulrduudulurdudlrudldlrlrduurdrllrurlurdurdrlddlrllulurduruuullrrdlllrrdurududlddrlrddrudllullrrlruuuddludluldrrrrldrdluulrudlldrllurudlurudluruuluruldduuududurldrludrlrlruddduddlurdduddluruudluruuddulrduuulrdlrulrrldlurrlrlldruldududurrlrllrldurrllddurdlruurlrlddludrlduudrlddddddudurddlurlduuudrddurldrrludrlurudlrrllullrldrdrluuddlrrlrlrlruurrlurllrududrlrurlurrururdruuulldrduuddrulrdudddlludlllrluururdlddrlrrlrrddruddddllruuurululrrdlddurlurdludrludrudulrlulurdlurlldlulrdrrlldlddldldruduuluuullurudlrlddrrlrdllududdurldududuuuuruuudlrudlddruudddulurdulduuduurlrdulrdluddurududdldurududulrurlldrurllrdlrurlrlldurdlrddddrurddrdurlrddululdulrldddulrdrrrllrlrlludluurrlddrrruurllrudlrlduddurllldudlurluldudrlurdrrullddrlluduuuuuurldrrrldrdldllurlurrrrrurllurdudruluuulrr
rrrrrrrrrdllllllllldrrrrrrrrrdulldlulldlllldrrruurrrrrrdddlldrruuuulllllldddrrdlllulldruuuurrrrrrrrdddddluuruuulllllldddrddrullldlldrruurrddrrdrrrllllluuulldddll,dddddddddrruuurrdddrrrrrllluluuulluuurrrrrrdddddluuruuuuulllllllldddddddduuuruuuurrrrrrrddddlldurruuulldlulld,rrdrrrdrurdrrululllllrllldldrddlddrurrdrdddrurdrrrllrrlrllllrrluluuullulurrulllldrlrrdlulrldrrrurlddldddldluurdrduduldrlrllududrudrlruuurlldurrrullrrrdulddrlrlrddlurrlrllrudluddrudlrlrlrrududlluduudrlurudldrulurdududdrlrlululrdrulrdlulrrudulluludrluudurlrduululrrdrudurrrrrlrdulrdddddddlulurlrldrlrlurrdlrdudluruldlurldrrlrldruulduldrurlldrudlrlrdrulludrrlrdlruduuduldrluruddlrdulrldrlududuuldudurrddlrulrlruudlrlruuduududduudduddddluuldurldrlurldrdudrlrlrlududulurldrdudurdluduludruldruruduuuulududrlrldurlrdudlrlrudlrdduuddududuulrlrlldl
rrrrrrrrrdllllllllldrrrrrurrdrrdlluullddllllldrrrruuurrrdddrrduuuulllllddddrrdlllullldrruuuuurrrrrrrddddduuuuulllllddddddrrrdlllulrddlllluuddrrrrrrr,dddddddddrrrrrrruuluulluuuurrrrrddddduuluuuurllllllllddddddrrrddrruluulluuuulddddrdduuuurruurrddd,rrrrdrddlulddrdlldlluuurdddldddrrrruruurulrdddrdllluulururlrlrlududldluuuuururrrdrdrddruuuullldurdrruddudldldudruuduurudlurddldduudurlrdulruulrlrldrdllduudurdlulludduurrldrurrdudlddulrdrulludrlruulrlddululdrurldllldlllurlrlduddrrurluullddrrduluulrrrlldulddrldddudrrdudulluruduuldudddrulrludurdrdllduuurdurdlrdlrululdddduduudududrurudurlululddddruurlrlrllrdduduuruduuruddlurulluldduurlrdudlrlrrrldurudduduludurrddurrurlrdrrduddldrdduuududlluudrrulrduldlrdrdududduulruddduuulduduruulrduddduuldldududrulrdrdduullrududurlrullulllulllrddlddddluruurrurdlrddulrlduuludluulurddulrlrddrrddrrlrdrdr
ddrurrrrdddddlllldlddrururrrruuuuuuulllllrrrrrrddddddddlllluuuuldddddrrrrrruuuuuuullllurrrrurddddddddd,rrrrrrrrrdddddddddllllllllluururrrruuuuullllldrurrrrrrrdddddddlllllllurrrrruuuuullrrrdddddullllulur,drdlururdrrurdrurdrurdddddluuulllddrurddlldldlluurulddrlldldrdlududrrrrrurulldllrurlludrlddrrlurduldllrrluulrldruuldldrlururrduuudldrddrrllurrurrrdruulludulrrdlurrlududluulllulurrrrrrddlrululllldlludulldrldrulduuddrulrdlurludrudlrrudurrdllrludrudllulddududuudruldduduurddlrluudurrrlllrdlurddlruulrdrrlllurlrrdulldrulrdlrdurrlrlrllurrlllrddlrlrulrrrulrlllrldrdlrludrludruulddrudluurldrdlrlrurudrludlrrlrudlrllulrlduddruludrlurrllrlrlrlddrlrudluurrdrruduldlulddlududurldrurulrrrdudrlllulrdrulrrlrllrrlrrdduurrrldllulldllldrururdulldulrlrddludurldurulrrrllrrrrrdullduddrrlrrulrrudddudlrrdlllrlddrddrdrudlll
dddddddrrrruruuuuuullldrrrrurrrdlldlllldrrrurrrdulllllldlrrrrddrrrdllulldddllluudrrururrrddruullllddddllllulrrrrrrluuurrrdddrduuuulllldddrdllllll,dddddddddrrrrrruluuurrrrdddduluululuuurrrduuullllllldrrrdddddldllldrrruuruuuuurrrlllldldlrrrdddldllu,dddddddrdrdrurrrdlllruuurdllludududlrududddlluurlrdlurdruddurrrllldrluullrrddrlruduurruuruulluluuldrrrulrrrrrdlldrrdududuulrudududulllddllrudlldlrlrlrlruudulurrlrdldrdluduruudullrdulrrlldududududurlrrlldurdddlrruurrdduruluddruuldllluduldrdrlrulddudurudrrrruudrlduudrlrldlldurudlrluddudldrududuldruldrldduduurdrdrrdddulududuruul
