index,size,seed,open_cells,start_row,start_col,end_row,end_col,moves,overlaps,path,grid,image,source,source_id,user,config_id,config_label,move_fraction_u,move_fraction_d,move_fraction_l,move_fraction_r,turn_rate,mean_run_length,max_run_length,min_run_length,run_length_std,cluster,cluster_distance,cluster_rank
62,10,59,78,0,0,3,0,85,8,rrrrrrrrrdddddddddllllrrruuuuuuuulddddddluuuuuulddddddlulllddrdlluruurruulururulllldd,1111111111/1111111111/1001111111/1011011111/0011011111/0001011111/0111111111/0100111111/1110000011/1110011111,human_images/human_config2_attempt0062.svg,human,human-62,jww8vb,2,config 2,0.27058823529411763,0.3058823529411765,0.21176470588235294,0.21176470588235294,0.35714285714285715,2.7419354838709675,9.0,1.0,2.4752678830001136,0,8.173450630569913,1
34,10,59,78,0,0,8,2,88,11,rrrrrrrrrdddddddddllllrrruuuuuuuulllllllldduurrrdrrrrdddddluuuulddddluluuuldrddllddldrru,1111111111/1111111111/1001111111/1011011111/0011011111/0001011111/0111111111/0100111111/1110000011/1110011111,human_images/human_config2_attempt0034.svg,human,human-34,6mncs5,2,config 2,0.2159090909090909,0.3068181818181818,0.22727272727272727,0.25,0.3333333333333333,2.933333333333333,9.0,1.0,2.4756592836836186,0,9.347051323068452,2
48,10,59,78,0,0,8,2,88,11,rrrrrrrrrdddddddddllllrrruuuuuuuulllllllldduurrrdrrrrdddddluuuulddddluluuuldrddllddldrru,1111111111/1111111111/1001111111/1011011111/0011011111/0001011111/0111111111/0100111111/1110000011/1110011111,human_images/human_config2_attempt0048.svg,human,human-48,rxswju,2,config 2,0.2159090909090909,0.3068181818181818,0.22727272727272727,0.25,0.3333333333333333,2.933333333333333,9.0,1.0,2.4756592836836186,0,9.347051323068452,3
66,10,59,78,0,0,1,2,87,10,ddduururrrrrrrrdddddddddllllrrruuuuuuuulddddddluuuuuulddddddlulllddldrruluurruulururull,1111111111/1111111111/1001111111/1011011111/0011011111/0001011111/0111111111/0100111111/1110000011/1110011111,human_images/human_config2_attempt0066.svg,human,human-66,nnqd8q,2,config 2,0.2988505747126437,0.3103448275862069,0.1839080459770115,0.20689655172413793,0.38372093023255816,2.5588235294117645,9.0,1.0,2.3160714261894157,0,10.904631435903203,4
46,10,59,78,0,0,3,0,91,14,rrrrrrrrrdldrdldrdldrdddllllrrruuluuuuuulddddddluuuuuuldlddddrdulllddrdlluruurruuluruullldd,1111111111/1111111111/1001111111/1011011111/0011011111/0001011111/0111111111/0100111111/1110000011/1110011111,human_images/human_config2_attempt0046.svg,human,human-46,z7xngq,2,config 2,0.25274725274725274,0.2857142857142857,0.23076923076923078,0.23076923076923078,0.5,1.9782608695652173,9.0,1.0,1.7256269236927073,0,17.40217806858069,5
28,10,59,78,0,0,8,2,88,11,rrrrrrrrrdllllllllldduurrrdrrrrrrdlllldrrrrdlllldrrrrdddllllrrruulllluluuuldrddllddldrru,1111111111/1111111111/1001111111/1011011111/0011011111/0001011111/0111111111/0100111111/1110000011/1110011111,human_images/human_config2_attempt0028.svg,human,human-28,wp57tp,2,config 2,0.10227272727272728,0.19318181818181818,0.3409090909090909,0.36363636363636365,0.3793103448275862,2.588235294117647,9.0,1.0,2.059663694119011,1,1.8849157324871193,1
55,10,59,78,0,0,8,2,88,11,rrrrrrrrrdllllllllldduurrrdrrrrrrdlllldrrrrdlllldrrrrdddllllrrruulllluluuuldrddllddldrru,1111111111/1111111111/1001111111/1011011111/0011011111/0001011111/0111111111/0100111111/1110000011/1110011111,human_images/human_config2_attempt0055.svg,human,human-55,espazt,2,config 2,0.10227272727272728,0.19318181818181818,0.3409090909090909,0.36363636363636365,0.3793103448275862,2.588235294117647,9.0,1.0,2.059663694119011,1,1.8849157324871193,2
27,10,59,78,0,0,8,2,94,17,ddduuurrrrrrrrrdllllllllrrdrrrrrrdlllldrrrrdlllldrrrrdddllllrrruulllluluuuuulrddldrddllddldrru,1111111111/1111111111/1001111111/1011011111/0011011111/0001011111/0111111111/0100111111/1110000011/1110011111,human_images/human_config2_attempt0027.svg,human,human-27,02w4ix,2,config 2,0.1276595744680851,0.2127659574468085,0.3191489361702128,0.3404255319148936,0.3870967741935484,2.5405405405405403,9.0,1.0,1.9672259875759832,1,3.769831464974238,3
21,10,59,78,0,0,3,6,97,20,rrrrrrrrrdddddddddllllrrruullllulllddrdlluruurrrrrrruuuuulllllllldduurrrdrrrrdddlldlluulururrddru,1111111111/1111111111/1001111111/1011011111/0011011111/0001011111/0111111111/0100111111/1110000011/1110011111,human_images/human_config2_attempt0021.svg,human,human-21,z4siol,2,config 2,0.18556701030927836,0.21649484536082475,0.26804123711340205,0.32989690721649484,0.3645833333333333,2.6944444444444446,9.0,1.0,2.233823882001996,2,9.594098274638322,1
36,10,59,78,0,0,3,0,93,16,rrrrrrrrrdddddddddllllrrruullllulllddldrruluurrrrrrruuuuullrddddlulduuruludllddduluruurlllldd,1111111111/1111111111/1001111111/1011011111/0011011111/0001011111/0111111111/0100111111/1110000011/1110011111,human_images/human_config2_attempt0036.svg,human,human-36,nr2iov,2,config 2,0.21505376344086022,0.24731182795698925,0.26881720430107525,0.26881720430107525,0.42391304347826086,2.325,9.0,1.0,2.0419047480232764,2,12.385740034167922,2
41,10,59,78,0,0,8,0,90,13,rrrrrrrrrdddddddddllllrrruulllurrrrlulllurrrulllurrrulllllllldduurrrrdldldrddrdulllddrdllu,1111111111/1111111111/1001111111/1011011111/0011011111/0001011111/0111111111/0100111111/1110000011/1110011111,human_images/human_config2_attempt0041.svg,human,human-41,zizsmx,2,config 2,0.13333333333333333,0.2222222222222222,0.32222222222222224,0.32222222222222224,0.4157303370786517,2.3684210526315788,9.0,1.0,2.0953714986730927,2,12.460105413643621,3
59,10,59,78,0,0,3,8,93,16,rdldduurrurrrrrrrdllllllddldrddllddldrruluurrrdrrrrrddllllrrrrluuuruuuulllllrddddruuurdddruuu,1111111111/1111111111/1001111111/1011011111/0011011111/0001011111/0111111111/0100111111/1110000011/1110011111,human_images/human_config2_attempt0059.svg,human,human-59,gi4o94,2,config 2,0.20430107526881722,0.23655913978494625,0.23655913978494625,0.3225806451612903,0.44565217391304346,2.2142857142857144,7.0,1.0,1.5202711895566259,3,9.805992454678913,1
74,10,59,78,0,0,4,9,93,16,rrrrrrrrrdllllllllldduurrrddldrddllddldrruluurrrdrrrrddlllrrrruuuudllllurrrullluulrrdrurdrudd,1111111111/1111111111/1001111111/1011011111/0011011111/0001011111/0111111111/0100111111/1110000011/1110011111,human_images/human_config2_attempt0074.svg,human,human-74,02q6hy,2,config 2,0.16129032258064516,0.20430107526881722,0.26881720430107525,0.3655913978494624,0.45652173913043476,2.1627906976744184,9.0,1.0,1.7905466562716426,3,10.603276088115457,2
70,10,59,78,0,0,2,4,90,13,rrrrrrrrrdllllllllldduurrrddldrddllddldrruluurrrdrrrrddlllrrrruuuuuuulddddluuuulddddluuuul,1111111111/1111111111/1001111111/1011011111/0011011111/0001011111/0111111111/0100111111/1110000011/1110011111,human_images/human_config2_attempt0070.svg,human,human-70,pd8p8o,2,config 2,0.2222222222222222,0.24444444444444444,0.24444444444444444,0.28888888888888886,0.38202247191011235,2.5714285714285716,9.0,1.0,2.0878658178794414,3,10.932346733312766,3
