index,size,seed,open_cells,start_row,start_col,end_row,end_col,moves,overlaps,path,grid,image,source,source_id,user,config_id,config_label,move_fraction_u,move_fraction_d,move_fraction_l,move_fraction_r,turn_rate,mean_run_length,max_run_length,min_run_length,run_length_std,cluster,cluster_distance,cluster_rank,projection_x,projection_y,image_href
2,7,2,44,3,0,1,5,43,0,dddrrrrrrulluurruuullllldddddrrulurulurrdru,0111111/0111111/0111111/1111111/1111100/1111111/1111111,images/grid_0002_n7_seed2.svg,optimal,optimal-2,,,,0.2558139534883721,0.2093023255813953,0.2093023255813953,0.3255813953488372,0.4761904761904761,2.047619047619047,6.0,1.0,1.4952684255340554,0,4.3119,578,-2.08726,-1.11723,../images/grid_0002_n7_seed2.svg
374,7,374,42,0,0,0,6,42,1,ddddddrurrrulrrddruuullluuldddluuuurrrdrur,1111111/1111110/1111000/1111111/1111111/1111111/1100011,images/grid_0374_n7_seed374.svg,optimal,optimal-374,,,,0.2857142857142857,0.2857142857142857,0.1428571428571428,0.2857142857142857,0.4878048780487805,2.0,6.0,1.0,1.3093073414159542,0,4.3119,579,-1.86879,-1.26013,../images/grid_0374_n7_seed374.svg
850,7,850,40,0,0,5,1,40,1,ddddddrrururrddruuulurulllulldrdrlldrdld,1111000/1111111/1111011/1110011/1111111/1111011/1110011,images/grid_0850_n7_seed850.svg,optimal,optimal-850,,,,0.2,0.325,0.225,0.25,0.6410256410256411,1.5384615384615383,6.0,1.0,1.08240363688233,0,4.313,580,-2.06242,-0.79528,../images/grid_0850_n7_seed850.svg
67,7,67,40,0,0,6,0,40,1,ddruurrrrrdlllldrrrrddldrdlllurlulullddd,1111111/1111111/1111111/1110001/1011011/1001111/1001111,images/grid_0067_n7_seed67.svg,optimal,optimal-67,,,,0.125,0.275,0.3,0.3,0.5384615384615384,1.818181818181818,5.0,1.0,1.1922615498730909,0,4.3139,581,-1.98103,-0.06937,../images/grid_0067_n7_seed67.svg
172,7,172,45,0,0,3,6,45,1,ddddddrrrrrrulluuuulddddllurulurulurrrrrldddr,1111111/1111110/1111110/1111111/1111100/1111111/1111111,images/grid_0172_n7_seed172.svg,optimal,optimal-172,,,,0.2222222222222222,0.2888888888888888,0.1777777777777777,0.3111111111111111,0.4545454545454545,2.142857142857143,6.0,1.0,1.7261494247992246,0,4.3165,582,-1.72832,-1.16216,../images/grid_0172_n7_seed172.svg
3,7,3,40,0,0,0,6,42,3,ddddddrrrrlluluuuuurrdldrdldrrurdrduuuluru,1111001/1111011/1111011/1111111/1111111/1110001/1111100,images/grid_0003_n7_seed3.svg,optimal,optimal-3,,,,0.2857142857142857,0.2857142857142857,0.1428571428571428,0.2857142857142857,0.5853658536585366,1.68,6.0,1.0,1.3481839637082176,0,4.3208,583,-1.98761,-0.23098,../images/grid_0003_n7_seed3.svg
947,7,947,42,0,0,4,5,43,2,dddddrdrrruuluuuulldddduruurrurrdldrddddluu,1111111/1111111/1111011/1111001/1101111/1100111/0111111,images/grid_0947_n7_seed947.svg,optimal,optimal-947,,,,0.2790697674418604,0.3720930232558139,0.1162790697674418,0.2325581395348837,0.5,1.9545454545454544,5.0,1.0,1.2239010925305691,0,4.3228,584,-2.01704,-0.08903,../images/grid_0947_n7_seed947.svg
562,7,562,43,0,0,5,3,44,2,drdlddddrrrrrruuldluuruuurllldrdlldlddrurudd,1001111/1101110/1111110/1111110/1111111/1111111/1111111,images/grid_0562_n7_seed562.svg,optimal,optimal-562,,,,0.2045454545454545,0.3181818181818182,0.2045454545454545,0.2727272727272727,0.6046511627906976,1.6296296296296295,6.0,1.0,1.1594426549998909,0,4.3229,585,-1.72437,-1.07639,../images/grid_0562_n7_seed562.svg
104,7,104,45,0,0,6,5,45,1,ddddddrrrulluuuuurrrrrdddduluulddluuldddrrddr,1111111/1111111/1111111/1111111/1111101/1111100/1111110,images/grid_0104_n7_seed104.svg,optimal,optimal-104,,,,0.2444444444444444,0.3777777777777777,0.1333333333333333,0.2444444444444444,0.4090909090909091,2.3684210526315788,6.0,1.0,1.5290356890877843,0,4.3275,586,-2.03911,-1.00896,../images/grid_0104_n7_seed104.svg
552,7,552,40,0,0,6,6,42,3,ddrdrduuulurrrrrdddldulurullddddlldlrrrrrr,1111111/1111111/1111111/0111111/0011010/0111000/1111111,images/grid_0552_n7_seed552.svg,optimal,optimal-552,,,,0.1666666666666666,0.3095238095238095,0.1904761904761904,0.3333333333333333,0.5365853658536586,1.826086956521739,6.0,1.0,1.403479338397302,0,4.3279,587,-1.89409,0.06606,../images/grid_0552_n7_seed552.svg
