rank,score,regime,size,seed,cluster_count_min,cluster_count_max,cluster_size_min,cluster_size_max,removed_min,removed_max,open_cells,optimal_moves,optimal_overlap,snake_moves,spiral_moves,heuristic_gap,turn_count,turn_density,move_entropy,spatial_turn_entropy,bridges,articulations,dead_ends,choice_points,alt_optima_fraction,alt_optima_probed
178,0.5040,single_mass,10,25,1,2,25,60,0.25,0.35,83,82,0,95,95,0.159,45,0.549,1.985,3.085,11,11,2,67,,0
179,0.5028,single_mass,14,34,1,2,25,60,0.25,0.35,185,185,1,205,202,0.092,109,0.589,1.984,3.079,5,6,1,173,,0
180,0.5026,medium_clusters,8,47,3,4,6,12,0.3,0.4,44,44,1,55,51,0.159,34,0.773,1.980,2.790,3,5,1,31,,0
181,0.5024,medium_clusters,10,13,3,4,6,12,0.3,0.4,78,79,2,89,99,0.127,54,0.684,1.961,2.891,5,5,2,61,,0
182,0.5017,medium_clusters,12,5,3,4,6,12,0.3,0.4,129,131,3,153,148,0.130,82,0.626,1.995,3.077,1,1,1,116,,0
183,0.4996,default,10,35,3,5,5,10,0.2,0.4,90,90,1,101,101,0.122,58,0.644,1.984,3.085,1,2,1,79,,0
184,0.4989,single_mass,14,42,1,2,25,60,0.25,0.35,175,175,1,201,205,0.149,104,0.594,1.994,3.033,2,2,1,163,,0
185,0.4985,medium_clusters,10,25,3,4,6,12,0.3,0.4,84,84,1,99,123,0.179,47,0.560,1.985,3.016,8,8,2,69,,0
186,0.4983,default,8,47,2,4,4,8,0.2,0.4,51,51,1,61,68,0.196,33,0.647,1.963,2.904,1,1,1,40,,0
187,0.4981,default,8,25,2,4,4,8,0.2,0.4,56,56,1,68,66,0.179,36,0.643,1.978,2.988,1,1,1,46,,0
188,0.4978,medium_clusters,14,12,3,4,6,12,0.3,0.4,177,179,3,215,195,0.089,108,0.603,1.994,3.130,1,1,1,160,,0
189,0.4963,medium_clusters,12,6,3,4,6,12,0.3,0.4,129,131,3,177,147,0.122,77,0.588,1.980,3.127,1,1,1,119,,0
190,0.4958,single_mass,14,36,1,2,25,60,0.25,0.35,185,186,2,195,195,0.048,120,0.645,1.982,3.078,3,3,2,178,,0
191,0.4949,single_mass,10,48,1,2,25,60,0.25,0.35,82,84,3,101,104,0.202,44,0.524,1.969,3.018,10,11,2,65,,0
192,0.4940,medium_clusters,14,42,3,4,6,12,0.3,0.4,183,184,2,208,197,0.071,109,0.592,1.985,3.109,4,4,2,168,,0
193,0.4928,default,14,6,4,7,7,14,0.2,0.4,168,170,3,174,195,0.024,114,0.671,1.999,3.092,3,3,3,151,,0
194,0.4899,single_mass,14,31,1,2,25,60,0.25,0.35,186,186,1,223,195,0.048,118,0.634,1.977,3.121,1,1,1,178,,0
195,0.4889,medium_clusters,14,6,3,4,6,12,0.3,0.4,179,181,3,228,199,0.099,102,0.564,1.993,3.115,4,4,3,161,,0
196,0.4874,default,10,48,3,5,5,10,0.2,0.4,86,85,0,95,93,0.094,58,0.682,1.977,3.084,1,1,1,75,,0
197,0.4835,default,12,7,4,6,6,12,0.2,0.4,128,129,2,152,143,0.109,75,0.581,1.986,3.127,2,2,2,111,,0
198,0.4829,medium_clusters,10,44,3,4,6,12,0.3,0.4,84,86,3,112,122,0.302,46,0.535,1.993,2.999,2,2,2,67,,0
199,0.4810,single_mass,12,42,1,2,25,60,0.25,0.35,123,123,1,219,141,0.146,76,0.618,1.993,2.999,2,2,1,111,,0
200,0.4764,single_mass,14,25,1,2,25,60,0.25,0.35,185,185,1,188,189,0.016,125,0.676,1.994,3.069,2,2,1,178,,0
201,0.4753,single_mass,12,3,1,2,25,60,0.25,0.35,122,123,2,193,131,0.065,88,0.715,1.985,2.949,4,4,2,111,,0
202,0.4733,single_mass,12,6,1,2,25,60,0.25,0.35,133,133,1,139,137,0.030,85,0.639,1.991,3.152,0,0,0,125,,0
203,0.4718,single_mass,12,10,1,2,25,60,0.25,0.35,117,118,2,180,135,0.144,60,0.508,1.975,3.126,4,5,2,96,,0
204,0.4717,default,10,7,3,5,5,10,0.2,0.4,90,89,0,91,94,0.022,70,0.787,1.993,3.128,0,0,0,80,,0
205,0.4688,default,8,17,2,4,4,8,0.2,0.4,53,54,2,95,65,0.204,31,0.574,1.934,2.853,5,5,2,39,,0
206,0.4665,single_mass,14,35,1,2,25,60,0.25,0.35,179,180,2,199,208,0.106,99,0.550,1.985,3.092,4,4,1,163,,0
207,0.4658,medium_clusters,12,7,3,4,6,12,0.3,0.4,131,131,1,144,141,0.076,79,0.603,1.992,3.131,1,1,1,117,,0
208,0.4631,default,14,31,4,7,7,14,0.2,0.4,168,169,2,196,205,0.160,88,0.521,1.987,3.034,4,4,1,150,,0
209,0.4628,medium_clusters,10,41,3,4,6,12,0.3,0.4,87,87,1,111,106,0.218,48,0.552,1.950,2.998,1,1,1,76,,0
210,0.4625,single_mass,8,29,1,2,25,60,0.25,0.35,44,45,2,59,67,0.311,22,0.489,1.982,2.841,14,16,1,24,,0
211,0.4622,medium_clusters,8,32,3,4,6,12,0.3,0.4,47,48,2,66,59,0.229,26,0.542,1.970,2.917,5,5,3,36,,0
212,0.4619,medium_clusters,14,41,3,4,6,12,0.3,0.4,181,182,2,199,193,0.060,104,0.571,1.995,3.128,3,3,1,167,,0
213,0.4617,single_mass,10,35,1,2,25,60,0.25,0.35,85,84,0,101,93,0.107,52,0.619,1.982,3.108,0,0,0,76,,0
214,0.4611,medium_clusters,12,41,3,4,6,12,0.3,0.4,128,128,1,138,140,0.078,74,0.578,1.974,3.114,4,4,2,114,,0
215,0.4588,medium_clusters,14,36,3,4,6,12,0.3,0.4,180,180,1,198,205,0.100,105,0.583,1.996,3.111,0,0,0,164,,0
216,0.4587,default,8,31,2,4,4,8,0.2,0.4,58,57,0,67,63,0.105,40,0.702,1.976,3.021,1,2,0,49,,0
217,0.4586,single_mass,8,40,1,2,25,60,0.25,0.35,46,46,1,65,61,0.326,23,0.500,1.966,2.713,7,7,1,33,,0
218,0.4582,medium_clusters,14,49,3,4,6,12,0.3,0.4,177,177,1,193,202,0.090,101,0.571,1.991,3.126,1,1,1,167,,0
219,0.4575,medium_clusters,12,19,3,4,6,12,0.3,0.4,130,130,1,134,137,0.031,78,0.600,1.997,3.133,3,3,2,118,,0
220,0.4575,default,8,33,2,4,4,8,0.2,0.4,50,52,3,82,66,0.269,28,0.538,1.963,3.023,2,2,1,32,,0
221,0.4564,medium_clusters,12,4,3,4,6,12,0.3,0.4,126,128,3,138,168,0.078,76,0.594,1.977,3.149,0,0,0,111,,0
222,0.4562,default,10,39,3,5,5,10,0.2,0.4,86,86,1,92,118,0.070,53,0.616,1.967,3.080,6,7,1,69,,0
223,0.4561,medium_clusters,12,13,3,4,6,12,0.3,0.4,129,130,2,153,136,0.046,85,0.654,1.994,3.113,0,0,0,119,,0
224,0.4549,medium_clusters,14,33,3,4,6,12,0.3,0.4,182,181,0,215,196,0.083,106,0.586,1.986,3.106,1,1,1,172,,0
225,0.4537,single_mass,8,4,1,2,25,60,0.25,0.35,48,50,3,60,105,0.200,27,0.540,1.923,2.911,10,11,3,34,,0
226,0.4524,default,8,36,2,4,4,8,0.2,0.4,54,55,2,77,71,0.291,26,0.473,1.976,2.955,4,4,2,43,,0
227,0.4510,default,8,3,2,4,4,8,0.2,0.4,48,48,1,60,55,0.146,30,0.625,1.968,2.748,7,8,2,32,,0
228,0.4501,single_mass,10,37,1,2,25,60,0.25,0.35,85,86,2,117,103,0.198,41,0.477,1.963,2.987,5,5,3,74,,0
229,0.4492,medium_clusters,14,19,3,4,6,12,0.3,0.4,177,178,2,183,181,0.017,103,0.579,1.991,3.138,3,4,2,165,,0
230,0.4469,medium_clusters,14,22,3,4,6,12,0.3,0.4,178,178,1,200,202,0.124,102,0.573,1.995,3.060,1,1,1,165,,0
231,0.4467,medium_clusters,12,49,3,4,6,12,0.3,0.4,125,127,3,189,144,0.134,68,0.535,1.989,3.112,2,2,2,112,,0
232,0.4465,single_mass,10,9,1,2,25,60,0.25,0.35,75,75,1,82,84,0.093,52,0.693,2.000,3.058,0,0,0,60,,0
233,0.4456,single_mass,10,20,1,2,25,60,0.25,0.35,81,82,2,85,91,0.037,53,0.646,1.964,3.128,1,1,1,71,,0
234,0.4454,single_mass,14,20,1,2,25,60,0.25,0.35,182,181,0,231,189,0.044,112,0.619,1.978,3.093,1,1,1,172,,0
235,0.4449,medium_clusters,10,3,3,4,6,12,0.3,0.4,81,82,2,117,102,0.244,41,0.500,1.992,2.984,2,3,2,70,,0
236,0.4429,single_mass,12,23,1,2,25,60,0.25,0.35,105,107,3,143,121,0.131,60,0.561,1.994,3.025,7,7,2,78,,0
237,0.4419,medium_clusters,12,42,3,4,6,12,0.3,0.4,126,126,1,158,146,0.159,62,0.492,1.987,3.112,1,1,1,111,,0
238,0.4415,single_mass,8,25,1,2,25,60,0.25,0.35,49,50,2,62,58,0.160,29,0.580,1.979,2.797,10,10,3,36,,0
239,0.4411,default,10,28,3,5,5,10,0.2,0.4,90,89,0,115,103,0.157,50,0.562,1.995,3.088,0,0,0,80,,0
240,0.4392,single_mass,10,6,1,2,25,60,0.25,0.35,89,89,1,97,101,0.090,54,0.607,1.967,3.121,0,0,0,81,,0
241,0.4375,default,10,30,3,5,5,10,0.2,0.4,87,88,2,102,102,0.159,47,0.534,1.924,3.039,4,4,2,73,,0
242,0.4372,medium_clusters,8,21,3,4,6,12,0.3,0.4,47,49,3,52,60,0.061,33,0.673,1.985,3.101,2,3,2,30,,0
243,0.4360,default,8,39,2,4,4,8,0.2,0.4,57,59,3,67,61,0.034,41,0.695,1.979,3.105,1,1,1,49,,0
244,0.4318,default,8,28,2,4,4,8,0.2,0.4,56,56,1,73,59,0.054,37,0.661,1.959,3.105,1,1,1,49,,0
245,0.4285,default,8,7,2,4,4,8,0.2,0.4,57,57,1,61,60,0.053,40,0.702,1.946,3.050,2,2,2,49,,0
246,0.4274,medium_clusters,8,37,3,4,6,12,0.3,0.4,54,55,2,61,61,0.109,34,0.618,1.968,2.973,4,4,2,44,,0
247,0.4250,single_mass,8,2,1,2,25,60,0.25,0.35,48,47,0,55,73,0.170,26,0.553,1.989,2.828,11,11,2,34,,0
248,0.4238,single_mass,8,44,1,2,25,60,0.25,0.35,46,47,2,54,57,0.149,27,0.574,1.955,2.996,5,5,2,36,,0
249,0.4233,medium_clusters,12,28,3,4,6,12,0.3,0.4,129,129,1,197,146,0.132,73,0.566,1.974,3.064,1,1,1,117,,0
250,0.4201,medium_clusters,14,4,3,4,6,12,0.3,0.4,178,179,2,216,207,0.156,94,0.525,1.996,3.048,0,0,0,163,,0
251,0.4199,single_mass,8,13,1,2,25,60,0.25,0.35,52,52,1,60,62,0.154,31,0.596,1.960,2.854,3,3,1,43,,0
252,0.4192,medium_clusters,12,48,3,4,6,12,0.3,0.4,131,130,0,155,134,0.031,79,0.608,1.989,3.116,1,1,1,121,,0
253,0.4190,medium_clusters,14,9,3,4,6,12,0.3,0.4,175,175,1,193,194,0.103,104,0.594,1.990,3.046,0,0,0,154,,0
254,0.4186,single_mass,8,43,1,2,25,60,0.25,0.35,54,54,1,61,59,0.093,37,0.685,1.973,2.907,2,2,2,47,,0
255,0.4185,medium_clusters,14,34,3,4,6,12,0.3,0.4,178,180,3,184,201,0.022,101,0.561,1.997,3.132,3,3,2,163,,0
256,0.4169,single_mass,10,44,1,2,25,60,0.25,0.35,82,83,2,92,97,0.108,47,0.566,1.991,3.099,2,2,2,74,,0
257,0.4151,medium_clusters,8,26,3,4,6,12,0.3,0.4,48,48,1,66,63,0.312,25,0.521,1.967,2.901,1,1,1,36,,0
258,0.4140,default,12,31,4,6,6,12,0.2,0.4,122,121,0,138,141,0.140,62,0.512,1.946,3.124,0,0,0,110,,0
259,0.4138,single_mass,12,20,1,2,25,60,0.25,0.35,134,134,1,135,143,0.007,86,0.642,1.988,3.106,0,0,0,125,,0
260,0.4110,single_mass,8,10,1,2,25,60,0.25,0.35,44,45,2,51,49,0.089,31,0.689,1.953,2.638,4,4,3,36,,0
261,0.4107,single_mass,12,34,1,2,25,60,0.25,0.35,123,124,2,99,150,-0.202,78,0.629,1.993,3.090,3,3,2,112,,0
262,0.4094,medium_clusters,14,44,3,4,6,12,0.3,0.4,179,180,2,222,204,0.133,94,0.522,1.990,2.998,3,3,3,163,,0
263,0.4049,medium_clusters,10,14,3,4,6,12,0.3,0.4,84,86,3,99,99,0.151,45,0.523,1.996,2.990,5,5,2,69,,0
264,0.4028,default,8,22,2,4,4,8,0.2,0.4,56,58,3,64,62,0.069,36,0.621,1.985,3.063,3,3,2,46,,0
265,0.3999,medium_clusters,10,15,3,4,6,12,0.3,0.4,82,84,3,136,97,0.155,45,0.536,1.945,2.965,4,4,1,66,,0
266,0.3990,single_mass,12,22,1,2,25,60,0.25,0.35,133,132,0,132,134,0.000,81,0.614,1.990,3.076,3,3,1,125,,0
267,0.3972,single_mass,14,39,1,2,25,60,0.25,0.35,168,168,1,167,198,-0.006,108,0.643,1.994,3.035,2,2,2,156,,0
268,0.3969,medium_clusters,10,31,3,4,6,12,0.3,0.4,88,89,2,93,99,0.045,59,0.663,1.983,3.051,0,0,0,78,,0
269,0.3947,single_mass,10,34,1,2,25,60,0.25,0.35,79,80,2,107,89,0.113,45,0.562,1.992,3.056,3,3,2,68,,0
270,0.3906,medium_clusters,14,32,3,4,6,12,0.3,0.4,174,175,2,196,197,0.120,85,0.486,1.987,3.060,2,2,2,164,,0
271,0.3894,medium_clusters,10,6,3,4,6,12,0.3,0.4,85,87,3,117,99,0.138,51,0.586,1.975,2.876,2,2,1,71,,0
272,0.3878,single_mass,12,39,1,2,25,60,0.25,0.35,117,117,1,110,156,-0.060,73,0.624,1.963,3.048,4,5,2,105,,0
273,0.3876,default,8,38,2,4,4,8,0.2,0.4,53,52,0,54,61,0.038,31,0.596,1.993,3.084,5,5,2,41,,0
274,0.3874,default,8,6,2,4,4,8,0.2,0.4,56,56,1,63,66,0.125,29,0.518,1.966,3.057,6,6,1,44,,0
275,0.3874,default,8,23,2,4,4,8,0.2,0.4,54,56,3,63,58,0.036,36,0.643,1.994,2.910,9,9,4,43,,0
276,0.3871,single_mass,14,13,1,2,25,60,0.25,0.35,188,187,0,215,195,0.043,106,0.567,1.983,3.080,2,2,1,181,,0
277,0.3867,medium_clusters,12,34,3,4,6,12,0.3,0.4,127,129,3,132,148,0.023,73,0.566,1.987,3.079,6,6,3,114,,0
278,0.3850,medium_clusters,8,5,3,4,6,12,0.3,0.4,48,48,1,67,51,0.062,34,0.708,1.966,2.948,2,2,2,33,,0
279,0.3847,single_mass,10,13,1,2,25,60,0.25,0.35,85,84,0,94,92,0.095,49,0.583,1.987,3.006,3,4,0,73,,0
280,0.3832,single_mass,14,9,1,2,25,60,0.25,0.35,167,167,1,176,191,0.054,100,0.599,1.999,3.051,1,1,1,151,,0
281,0.3828,single_mass,10,7,1,2,25,60,0.25,0.35,89,89,1,100,100,0.124,45,0.506,1.991,3.074,3,4,0,77,,0
282,0.3818,default,8,4,2,4,4,8,0.2,0.4,54,54,1,58,57,0.056,36,0.667,1.963,3.012,1,1,1,47,,0
283,0.3799,medium_clusters,8,15,3,4,6,12,0.3,0.4,51,52,2,70,56,0.077,32,0.615,1.937,2.957,5,5,2,39,,0
284,0.3764,medium_clusters,14,16,3,4,6,12,0.3,0.4,172,173,2,184,194,0.064,103,0.595,1.992,3.050,0,0,0,154,,0
285,0.3758,default,8,16,2,4,4,8,0.2,0.4,52,53,2,64,58,0.094,35,0.660,1.976,2.947,0,1,0,41,,0
286,0.3757,default,8,26,2,4,4,8,0.2,0.4,54,55,2,77,59,0.073,35,0.636,1.968,2.997,2,2,1,44,,0
287,0.3744,default,8,8,2,4,4,8,0.2,0.4,52,53,2,66,62,0.170,25,0.472,1.957,2.855,6,6,2,41,,0
288,0.3742,medium_clusters,8,41,3,4,6,12,0.3,0.4,52,52,1,57,59,0.096,32,0.615,1.988,2.954,3,3,1,36,,0
289,0.3739,default,8,2,2,4,4,8,0.2,0.4,55,55,1,69,59,0.073,35,0.636,1.974,2.939,3,3,1,42,,0
290,0.3719,medium_clusters,12,45,3,4,6,12,0.3,0.4,124,126,3,165,138,0.095,65,0.516,1.984,3.054,4,4,2,111,,0
291,0.3715,single_mass,12,25,1,2,25,60,0.25,0.35,125,124,0,133,135,0.073,59,0.476,1.962,3.074,11,11,2,109,,0
292,0.3689,medium_clusters,8,23,3,4,6,12,0.3,0.4,50,52,3,61,60,0.154,25,0.481,1.980,2.979,8,9,3,32,,0
293,0.3685,default,10,15,3,5,5,10,0.2,0.4,84,83,0,121,90,0.084,50,0.602,1.979,3.052,0,0,0,71,,0
294,0.3674,medium_clusters,12,32,3,4,6,12,0.3,0.4,129,129,1,145,139,0.078,70,0.543,1.997,3.095,1,1,1,119,,0
295,0.3665,single_mass,12,44,1,2,25,60,0.25,0.35,126,127,2,127,140,0.000,73,0.575,1.993,3.113,2,2,2,118,,0
296,0.3654,default,10,37,3,5,5,10,0.2,0.4,87,88,2,111,100,0.136,46,0.523,1.969,2.995,3,3,1,74,,0
297,0.3651,default,14,36,4,7,7,14,0.2,0.4,170,171,2,193,179,0.047,98,0.573,1.992,3.094,0,0,0,154,,0
298,0.3619,single_mass,10,28,1,2,25,60,0.25,0.35,87,88,2,109,101,0.148,47,0.534,1.916,2.941,2,2,2,80,,0
299,0.3579,default,8,46,2,4,4,8,0.2,0.4,56,56,1,67,65,0.161,30,0.536,1.964,2.966,1,1,1,47,,0
300,0.3570,single_mass,8,1,1,2,25,60,0.25,0.35,47,49,3,54,61,0.102,28,0.571,1.939,2.955,5,6,2,37,,0
301,0.3561,single_mass,14,22,1,2,25,60,0.25,0.35,185,184,0,184,186,0.000,101,0.549,1.994,3.085,3,3,1,177,,0
302,0.3549,single_mass,12,43,1,2,25,60,0.25,0.35,127,127,1,201,142,0.118,66,0.520,1.990,3.039,1,1,1,118,,0
303,0.3538,medium_clusters,10,5,3,4,6,12,0.3,0.4,82,84,3,120,87,0.036,51,0.607,1.995,3.035,3,3,1,62,,0
304,0.3538,single_mass,10,31,1,2,25,60,0.25,0.35,89,88,0,131,95,0.080,49,0.557,1.989,3.063,2,2,1,80,,0
305,0.3535,medium_clusters,10,19,3,4,6,12,0.3,0.4,86,87,2,89,89,0.023,48,0.552,1.974,3.089,5,5,3,75,,0
306,0.3532,medium_clusters,8,34,3,4,6,12,0.3,0.4,51,51,1,85,59,0.157,27,0.529,1.972,2.726,4,5,3,40,,0
307,0.3486,default,8,9,2,4,4,8,0.2,0.4,54,55,2,60,59,0.073,33,0.600,1.973,3.059,1,1,1,43,,0
308,0.3482,single_mass,14,32,1,2,25,60,0.25,0.35,185,184,0,185,185,0.005,101,0.549,1.988,3.122,0,0,0,178,,0
309,0.3471,default,10,6,3,5,5,10,0.2,0.4,89,89,1,100,94,0.056,51,0.573,1.982,3.105,0,0,0,79,,0
310,0.3465,single_mass,14,28,1,2,25,60,0.25,0.35,179,179,1,207,193,0.078,89,0.497,1.996,3.075,1,1,1,171,,0
311,0.3449,single_mass,8,20,1,2,25,60,0.25,0.35,45,46,2,55,57,0.196,23,0.500,1.985,2.616,2,2,2,36,,0
312,0.3449,single_mass,8,31,1,2,25,60,0.25,0.35,54,54,1,89,62,0.148,21,0.389,1.966,3.082,1,1,1,46,,0
313,0.3440,single_mass,8,3,1,2,25,60,0.25,0.35,55,55,1,75,65,0.182,24,0.436,1.959,2.820,2,2,2,48,,0
314,0.3392,single_mass,12,32,1,2,25,60,0.25,0.35,133,132,0,133,133,0.008,77,0.583,1.997,3.089,0,0,0,126,,0
315,0.3387,single_mass,14,24,1,2,25,60,0.25,0.35,176,176,1,179,179,0.017,93,0.528,1.996,3.025,5,5,2,166,,0
316,0.3367,single_mass,14,41,1,2,25,60,0.25,0.35,178,179,2,180,180,0.006,101,0.564,1.971,3.052,2,2,2,170,,0
317,0.3317,single_mass,12,31,1,2,25,60,0.25,0.35,131,131,1,151,135,0.031,70,0.534,1.968,3.095,2,2,1,121,,0
318,0.3268,medium_clusters,12,31,3,4,6,12,0.3,0.4,129,129,1,135,141,0.047,64,0.496,1.990,3.131,0,0,0,120,,0
319,0.3267,default,8,42,2,4,4,8,0.2,0.4,57,56,0,66,64,0.143,29,0.518,1.964,2.857,3,3,2,50,,0
320,0.3265,default,8,14,2,4,4,8,0.2,0.4,49,51,3,47,57,-0.078,33,0.647,1.954,2.893,4,4,3,40,,0
321,0.3257,default,8,32,2,4,4,8,0.2,0.4,56,55,0,58,68,0.055,33,0.600,1.982,3.060,0,0,0,47,,0
322,0.3183,single_mass,8,7,1,2,25,60,0.25,0.35,53,53,1,69,61,0.151,24,0.453,1.971,2.757,4,5,1,42,,0
323,0.3178,default,8,15,2,4,4,8,0.2,0.4,59,59,1,65,67,0.102,31,0.525,1.969,3.011,3,3,1,49,,0
324,0.3176,medium_clusters,8,46,3,4,6,12,0.3,0.4,46,48,3,78,52,0.083,26,0.542,1.986,2.965,10,11,3,31,,0
325,0.3149,default,8,30,2,4,4,8,0.2,0.4,56,57,2,64,61,0.070,32,0.561,1.953,2.994,4,3,3,46,,0
326,0.3147,default,8,40,2,4,4,8,0.2,0.4,48,50,3,56,70,0.120,26,0.520,1.943,2.888,6,7,1,29,,0
327,0.3144,single_mass,10,22,1,2,25,60,0.25,0.35,89,88,0,88,90,0.000,50,0.568,1.981,3.061,3,3,1,81,,0
328,0.3075,default,8,41,2,4,4,8,0.2,0.4,55,56,2,60,58,0.036,34,0.607,1.989,3.025,1,1,1,44,,0
329,0.3057,medium_clusters,8,19,3,4,6,12,0.3,0.4,50,52,3,53,53,0.019,32,0.615,1.952,2.960,3,3,2,37,,0
330,0.3047,single_mass,12,24,1,2,25,60,0.25,0.35,124,124,1,93,127,-0.250,70,0.565,1.995,2.978,5,5,2,114,,0
331,0.3042,default,8,20,2,4,4,8,0.2,0.4,55,56,2,59,61,0.054,33,0.589,1.953,2.919,3,3,2,45,,0
332,0.2994,single_mass,8,24,1,2,25,60,0.25,0.35,44,44,1,29,47,-0.341,28,0.636,1.985,2.651,5,5,2,34,,0
333,0.2929,default,12,28,4,6,6,12,0.2,0.4,123,123,1,135,137,0.098,54,0.439,1.917,3.022,1,1,1,109,,0
334,0.2921,medium_clusters,8,35,3,4,6,12,0.3,0.4,50,51,2,73,55,0.078,27,0.529,1.941,3.000,4,4,2,37,,0
335,0.2919,medium_clusters,8,3,3,4,6,12,0.3,0.4,52,52,1,65,55,0.058,30,0.577,1.966,2.944,3,4,1,42,,0
336,0.2875,single_mass,12,41,1,2,25,60,0.25,0.35,126,127,2,135,128,0.008,70,0.551,1.965,3.030,2,2,2,118,,0
337,0.2854,default,8,10,2,4,4,8,0.2,0.4,53,54,2,62,59,0.093,27,0.500,1.965,3.074,1,1,1,44,,0
338,0.2811,default,10,32,3,5,5,10,0.2,0.4,84,84,1,75,93,-0.107,48,0.571,1.998,3.046,2,2,2,76,,0
339,0.2792,single_mass,8,41,1,2,25,60,0.25,0.35,49,49,1,54,57,0.102,24,0.490,1.965,2.642,6,6,2,39,,0
340,0.2789,medium_clusters,8,24,3,4,6,12,0.3,0.4,53,55,3,59,65,0.073,27,0.491,1.995,2.936,10,8,4,40,,0
341,0.2754,default,10,1,3,5,5,10,0.2,0.4,86,87,2,81,95,-0.069,47,0.540,1.971,3.061,3,3,3,75,,0
342,0.2737,single_mass,12,28,1,2,25,60,0.25,0.35,129,129,1,147,129,0.000,66,0.512,1.974,3.087,1,1,1,122,,0
343,0.2715,default,8,35,2,4,4,8,0.2,0.4,57,56,0,66,58,0.036,27,0.482,1.968,3.134,0,0,0,48,,0
344,0.2704,single_mass,12,13,1,2,25,60,0.25,0.35,138,137,0,139,139,0.015,70,0.511,1.990,3.041,2,2,1,132,,0
345,0.2689,single_mass,8,39,1,2,25,60,0.25,0.35,46,45,0,63,51,0.133,19,0.422,1.953,2.576,3,3,2,37,,0
346,0.2626,single_mass,10,11,1,2,25,60,0.25,0.35,75,76,2,78,96,0.026,42,0.553,1.971,2.965,3,4,2,65,,0
347,0.2588,single_mass,8,6,1,2,25,60,0.25,0.35,53,53,1,95,56,0.057,31,0.585,1.956,2.816,1,1,1,44,,0
348,0.2478,single_mass,8,22,1,2,25,60,0.25,0.35,53,52,0,52,54,0.000,30,0.577,1.960,2.910,3,3,1,45,,0
349,0.2438,single_mass,10,24,1,2,25,60,0.25,0.35,80,80,1,83,83,0.037,33,0.412,1.967,2.934,5,5,2,70,,0
350,0.2431,single_mass,10,3,1,2,25,60,0.25,0.35,78,79,2,101,83,0.051,41,0.519,1.971,2.724,4,4,3,69,,0
351,0.2414,single_mass,10,41,1,2,25,60,0.25,0.35,82,83,2,84,84,0.012,45,0.542,1.969,2.976,2,2,2,74,,0
352,0.2393,default,10,38,3,5,5,10,0.2,0.4,84,84,1,89,85,0.012,42,0.500,1.893,3.022,3,3,2,72,,0
353,0.2353,medium_clusters,8,13,3,4,6,12,0.3,0.4,43,43,1,55,48,0.116,21,0.488,1.932,2.756,2,2,1,20,,0
354,0.2258,single_mass,8,34,1,2,25,60,0.25,0.35,45,44,0,39,63,-0.114,24,0.545,1.991,2.872,8,10,2,32,,0
355,0.2242,single_mass,10,43,1,2,25,60,0.25,0.35,87,86,0,95,92,0.070,44,0.512,1.975,2.790,1,1,1,79,,0
356,0.2140,single_mass,8,28,1,2,25,60,0.25,0.35,47,47,1,73,52,0.106,21,0.447,1.924,2.665,1,1,1,38,,0
357,0.2103,single_mass,8,26,1,2,25,60,0.25,0.35,44,46,3,49,53,0.065,24,0.522,1.897,2.507,3,3,2,35,,0
358,0.2006,single_mass,8,32,1,2,25,60,0.25,0.35,53,52,0,52,52,0.000,30,0.577,1.907,2.889,0,0,0,46,,0
359,0.1843,single_mass,8,35,1,2,25,60,0.25,0.35,49,48,0,27,54,-0.438,26,0.542,1.993,3.042,0,0,0,40,,0
360,0.1615,single_mass,10,32,1,2,25,60,0.25,0.35,89,88,0,89,89,0.011,40,0.455,1.996,2.865,0,0,0,82,,0
361,0.1311,default,8,37,2,4,4,8,0.2,0.4,59,59,1,59,59,0.000,29,0.492,1.958,2.828,0,0,0,53,,0
